imagen,circularidad,compacidad,aspect_ratio,media_intensidad,std_intensidad,entropia,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,H_0,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,H_12,H_13,H_14,H_15,S_0,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,clase
dataset\Entrenamiento\Class_1\WIN_20260702_19_11_19_Pro.jpg,0.5491050968720502,22.88518297450198,1.0212765921231326,192.49056153365896,46.745114858472,6.597226619720459,0.16872867764948382,3.1423835415562046e-05,1.6208889775055958e-06,1.0712293823771966e-06,-1.3810456882044206e-12,-4.703889309421245e-09,2.9193093355400545e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11333505064249039,0.8674391508102417,0.019225824624300003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.345109770540148e-05,0.08048404008150101,0.12626244127750397,0.1226082518696785,0.09023467451334,0.07425906509160995,0.05635535717010498,0.0314737968146801,0.021686436608433723,0.020125601440668106,0.019225824624300003,0.01786698028445244,0.02394505776464939,0.041720226407051086,0.27367880940437317,0.0,0.0,0.0,0.0,0.0,0.0,9.181387576973066e-05,0.006720775738358498,0.022751478478312492,0.005472106859087944,0.001817914773710072,0.0020566307939589024,0.003764368826523423,0.016471408307552338,0.05791619047522545,0.8829373121261597,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_11_24_Pro.jpg,0.5671258281387228,22.157993853656837,1.0113636334904443,189.74347735731425,46.56091715749752,6.7617716789245605,0.1686068016025016,4.8800861382580824e-05,1.1628281521543133e-06,8.481166285610216e-07,-8.367138266459021e-13,-5.909158994853453e-09,9.641273477576618e-14,0.0,0.0,0.0,0.0,0.0,0.0,3.778504105866887e-05,0.11877727508544922,0.8597041368484497,0.021480794996023178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030228032846935093,0.07623132318258286,0.13893559575080872,0.0932345911860466,0.07621242851018906,0.06463131308555603,0.059870395809412,0.03529122844338417,0.027809789404273033,0.02401239424943924,0.021650828421115875,0.02129187062382698,0.022387636825442314,0.033534225076436996,0.30460411310195923,0.0,0.0,0.0,0.0,0.0,1.8892520529334433e-05,0.001435831538401544,0.011902287602424622,0.023540079593658447,0.003608471481129527,0.002059284830465913,0.0017758968751877546,0.0032117285300046206,0.01930815540254116,0.060985054820775986,0.8721542954444885,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_11_29_Pro.jpg,0.4612331747521663,27.245157768408728,0.9878048750371803,191.1384281235221,47.32218066472525,6.700254440307617,0.1699686065291865,9.981657325326971e-06,6.323088803771735e-06,1.1619118696590183e-06,2.3840386402616677e-12,-2.7133930448738087e-09,-2.057893295954925e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1232418417930603,0.8549683690071106,0.021789774298667908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001226112653966993,0.10369410365819931,0.12693770229816437,0.09796640276908875,0.07757790386676788,0.0708693116903305,0.06125308573246002,0.03335026651620865,0.02389168180525303,0.02131684496998787,0.017743602395057678,0.01763850636780262,0.01900474727153778,0.03096810355782509,0.2976651191711426,0.0,0.0,0.0,0.0,0.0,7.00635791872628e-05,0.0005605086334981024,0.010912403464317322,0.030810460448265076,0.0035907586570829153,0.0022770664654672146,0.0017515895888209343,0.003065281780436635,0.016675133258104324,0.05759226530790329,0.8726944923400879,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_11_34_Pro.jpg,0.6647956401211699,18.90260683998604,1.0344827550535078,198.0306604526447,45.51855384954302,6.490780830383301,0.16689170871765058,1.2925477943375676e-05,1.7875213966414175e-06,6.562291317068518e-08,-2.1032120129534116e-14,-9.908425670878435e-13,7.924450119973589e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11844415217638016,0.8655472993850708,0.01596067287027836,4.788201840710826e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.576403681421652e-05,0.08580457419157028,0.17741884291172028,0.1396239697933197,0.07950010895729065,0.05720305070281029,0.05605388432741165,0.025728603824973106,0.01841861568391323,0.015801066532731056,0.017796149477362633,0.017221566289663315,0.02216937392950058,0.03828965499997139,0.24887476861476898,0.0,0.0,0.0,0.0,0.0,0.0,7.98033652245067e-05,0.007230184972286224,0.021786319091916084,0.0042136176489293575,0.0021068088244646788,0.0016758706187829375,0.003016567090526223,0.01300794817507267,0.046317871659994125,0.9005650281906128,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_11_40_Pro.jpg,0.19201825899825806,65.44362332907376,1.0308123220425425,197.79099509460406,44.87040337731963,6.571564197540283,0.17118794709002388,0.00013382539622692558,1.1969335789527963e-05,1.3384449358656025e-06,6.728492292160546e-13,-1.438847297706459e-08,5.3147522973434875e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11393366008996964,0.8688244819641113,0.017241882160305977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014599392306990921,0.06306937336921692,0.1186346635222435,0.15984874963760376,0.1188974529504776,0.06616444885730743,0.06733240187168121,0.03470275551080704,0.023402826860547066,0.019942769780755043,0.020015766844153404,0.020614342764019966,0.02252686209976673,0.03286323323845863,0.23183836042881012,0.0,0.0,0.0,1.4599392670788802e-05,4.3798176193377e-05,0.000350385409547016,0.0008467647712677717,0.007504087872803211,0.02311083860695362,0.005109787452965975,0.0019563185051083565,0.0016789301298558712,0.0027300864458084106,0.012234291061758995,0.043710581958293915,0.9007095098495483,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_11_45_Pro.jpg,0.2585894215458768,48.595841775206786,0.9707446782692961,195.58488025784342,45.76886168457422,6.573973655700684,0.16955949077006494,9.042372916822505e-05,1.1583891774057836e-05,5.096227083703096e-07,5.360120462465286e-13,4.631058231428469e-09,-1.1161980697485321e-12,0.0,0.0,0.0,0.0,0.0,0.0,1.3599335943581536e-05,0.11280649155378342,0.8630818724632263,0.024098023772239685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002447880688123405,0.04483701288700104,0.11341846734285355,0.12526348233222961,0.14141950011253357,0.108604297041893,0.06461044400930405,0.03325037658214569,0.02450600452721119,0.01917506381869316,0.017461547628045082,0.016251206398010254,0.018263908103108406,0.024288414046168327,0.24840547144412994,0.0,0.0,0.0,0.0,0.0,0.0,0.000516774773132056,0.013490541838109493,0.02714427560567856,0.002447880571708083,0.0014551290078088641,0.0014143310254439712,0.00203990051522851,0.011477840133011341,0.043273087590932846,0.8967402577400208,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_11_50_Pro.jpg,0.18708298236168847,67.17003575393841,0.9948453582607079,195.39986525875818,46.69012142036426,6.6321234703063965,0.16903359211938285,8.24451673133279e-05,1.0723451016742117e-05,1.8943821075527599e-07,-1.350429082451813e-13,1.6836113231005933e-09,-2.338055963098811e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.3749106074101292e-05,0.12227080017328262,0.857243001461029,0.020472418516874313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021998569718562067,0.0871693342924118,0.1453143060207367,0.12693175673484802,0.0967799574136734,0.06880053132772446,0.06053731590509415,0.03396029397845268,0.02510586753487587,0.020018698647618294,0.017942583188414574,0.017983831465244293,0.020321179181337357,0.02543584629893303,0.2534785270690918,0.0,0.0,0.0,0.0,0.0,1.3749106074101292e-05,0.0012649177806451917,0.013639113865792751,0.03000055067241192,0.004537205211818218,0.0024885882157832384,0.0021173623390495777,0.0029148105531930923,0.011727987788617611,0.04332343488931656,0.8879722952842712,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_11_55_Pro.jpg,0.19119302399030122,65.72609372410918,1.061093244176549,196.19833135047742,46.182581658277144,6.528392791748047,0.17283311223997921,5.114546608171982e-05,3.773622180906483e-06,3.815214077319682e-06,-6.177321774596067e-12,-2.1498363915275856e-08,1.3092133459096066e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11158902943134308,0.8645099401473999,0.023901039734482765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.050547638849821e-05,0.07713309675455093,0.14972087740898132,0.14124035835266113,0.10416094958782196,0.06265825033187866,0.0488545186817646,0.02484671026468277,0.018791373819112778,0.016564473509788513,0.015267990529537201,0.01567981392145157,0.019401483237743378,0.03555413335561752,0.27009546756744385,0.0,0.0,0.0,0.0,0.0,0.0,1.5252738194249105e-05,0.007916171103715897,0.022940117865800858,0.003447118680924177,0.0017388120759278536,0.0015557792503386736,0.002775998320430517,0.010859949514269829,0.04481254518032074,0.9039382338523865,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_00_Pro.jpg,0.6608162030685129,19.016438392080104,1.0233236121768992,185.90748488225515,48.24879222011257,6.777274131774902,0.16759817494550006,5.970652285653935e-05,8.665941358816426e-07,1.5716572119022688e-07,-5.730540370392868e-14,-1.0781987816825627e-09,-8.963718625823403e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11988234519958496,0.8615013360977173,0.018616292625665665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003105760260950774,0.1101631447672844,0.11697755008935928,0.07351516932249069,0.06514789164066315,0.05911906063556671,0.06399693340063095,0.03686720132827759,0.02910280041396618,0.02203262783586979,0.021758591756224632,0.02108263224363327,0.02265378087759018,0.02997972071170807,0.3272923231124878,0.0,0.0,0.0,0.0,0.0,3.6538356653181836e-05,0.001150958240032196,0.016497068107128143,0.03335952013731003,0.0053345998749136925,0.0027586459182202816,0.002795184263959527,0.0037269124295562506,0.01351919211447239,0.052469078451395035,0.8683522939682007,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_06_Pro.jpg,0.24202281796866373,51.922255593854835,0.9966666633444444,183.75105991820809,48.06164097051773,6.7760491371154785,0.1858052343759603,0.0005247458863780669,3.429147833604287e-05,4.537940583277094e-05,-1.6289173312876713e-09,-9.831122736963544e-07,-7.423918464465708e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10492252558469772,0.8697332143783569,0.0253442395478487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8759614249574952e-05,0.07074250280857086,0.10647957026958466,0.08257982134819031,0.07892169803380966,0.06610888242721558,0.05691666901111603,0.03534311428666115,0.026676172390580177,0.02296176739037037,0.021479757502675056,0.022774171084165573,0.02513788267970085,0.04157130420207977,0.34228792786598206,0.0,0.0,0.0,0.0,0.0,0.0,0.00022511537827085704,0.010692980140447617,0.031159719452261925,0.00527145154774189,0.0026451055891811848,0.0022886728402227163,0.00641578808426857,0.025438036769628525,0.06368888914585114,0.8521742224693298,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_11_Pro.jpg,0.5326609164021545,23.591688872190826,1.0415335429982955,188.10933499020936,47.51059451927151,6.739597320556641,0.16853174962306955,8.174454999997979e-05,1.4798570636972161e-06,7.72011370567232e-07,-7.868305069234256e-13,-5.952749119657316e-09,2.4861527195914427e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.8828137399395928e-05,0.12430335581302643,0.8437452912330627,0.03183837980031967,9.414068335900083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00030125019839033484,0.09470552951097488,0.11003163456916809,0.07548200339078903,0.06616207212209702,0.06753652542829514,0.0865529477596283,0.039407290518283844,0.02741376683115959,0.02349751442670822,0.022217201068997383,0.022499622777104378,0.025323843583464622,0.03500150516629219,0.30386731028556824,0.0,0.0,0.0,0.0,5.6484408560208976e-05,0.0002824220573529601,0.000508359691593796,0.009564693085849285,0.023836420848965645,0.0069287545047700405,0.0028807048220187426,0.002240548375993967,0.0031631269957870245,0.019167043268680573,0.050741828978061676,0.8806295990943909,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_16_Pro.jpg,0.0564250714999993,222.70898874967338,1.109374995666504,178.5516504015105,48.669177459096154,6.797763824462891,0.4024255541657913,0.02967235852135332,0.022166911333075155,0.00334935748405598,4.019274203265721e-06,-0.0002487769090740592,-2.8578652145755532e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10209513455629349,0.8525216579437256,0.04538319632411003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.274847065564245e-05,0.09786392003297806,0.10343729704618454,0.06478764116764069,0.05382287874817848,0.04597465693950653,0.044859983026981354,0.03303077816963196,0.02641097456216812,0.02359016425907612,0.02231624908745289,0.022157009690999985,0.028412839397788048,0.04697559028863907,0.3863372802734375,0.0,0.0,0.0,0.0,0.0,0.0,6.824541196692735e-05,0.011078504845499992,0.03439568728208542,0.006255829241126776,0.002661570906639099,0.0025250802282243967,0.0046179392375051975,0.02131531573832035,0.07299984246492386,0.8440819978713989,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_21_Pro.jpg,0.10145393628046864,123.86281966532086,0.6511627888047593,172.34176587301587,46.7063777855867,6.998538017272949,0.39976492974478844,0.04632065818606237,0.0458526460060753,0.004102339719655073,-5.5852728053990285e-05,-0.0008808511395480274,6.789427117889704e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.4801587642286904e-05,0.08226686716079712,0.882217288017273,0.03549107164144516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029761905898340046,0.05587797611951828,0.06443452090024948,0.06217757984995842,0.06272321194410324,0.05942460149526596,0.0569196417927742,0.0381944440305233,0.03432539850473404,0.02862103097140789,0.02658730186522007,0.02725694514811039,0.03085317462682724,0.04126984253525734,0.4110367000102997,0.0,0.0,0.0,0.0,0.0,2.4801587642286904e-05,0.002207341371104121,0.01944444514811039,0.0442708320915699,0.005009920801967382,0.0031746032182127237,0.0028025794308632612,0.004985119216144085,0.02142857201397419,0.07165178656578064,0.824999988079071,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_26_Pro.jpg,0.05864952214204165,214.26211424901823,1.1294117602768166,176.55642337732291,48.78339190511071,6.876070976257324,0.43914861496374835,0.03316769075140374,0.030763564896773694,0.004529573347586384,2.9358743873878035e-06,-0.000415957479472272,-5.338861060113006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10907621681690216,0.8413926362991333,0.049531131982803345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4483999368385412e-05,0.0841270238161087,0.09294126182794571,0.06522537767887115,0.05925127863883972,0.05251817777752876,0.04287148267030716,0.03229439631104469,0.03249026834964752,0.029552187770605087,0.026712043210864067,0.027299659326672554,0.031878165900707245,0.04982493817806244,0.3729892373085022,0.0,0.0,0.0,0.0,0.0,4.8967998736770824e-05,0.0002448399900458753,0.013049972243607044,0.03721567988395691,0.008642852306365967,0.00291359587572515,0.0030360158998519182,0.005288544110953808,0.01809367537498474,0.07269299775362015,0.8387728333473206,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_31_Pro.jpg,0.08057757147254757,155.95370255329158,0.7638036786386391,172.66380975374216,47.06973097328231,7.004405975341797,0.3913612251017927,0.037858474351316986,0.03158616019786084,0.0031228262303428607,-1.7380955945412174e-05,-0.0004809249285179234,-2.5687065364660302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08329309523105621,0.8761950731277466,0.040511831641197205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021728633146267384,0.05284886434674263,0.0585707388818264,0.05808788165450096,0.06448575854301453,0.0648479014635086,0.06482375413179398,0.037155963480472565,0.02815065160393715,0.027353934943675995,0.027885079383850098,0.031820375472307205,0.035924673080444336,0.0528247207403183,0.39500242471694946,0.0,0.0,0.0,0.0,0.0,2.414292612229474e-05,0.0007484307279810309,0.015065185725688934,0.04159826040267944,0.006760019343346357,0.0038387251552194357,0.0031868661753833294,0.008281023241579533,0.03230323642492294,0.0742153525352478,0.8139787316322327,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_37_Pro.jpg,0.15976869136689167,78.65352408089925,0.6051136346445636,171.97527379178754,47.07349486206816,6.987428665161133,0.47271699881516654,0.07218897053618026,0.0787406477205354,0.008503053147103137,-0.00011183239762496317,-0.0018749311231358744,0.00018947886956509894,0.0,0.0,0.0,0.0,0.0,0.0,7.841292244847864e-05,0.08154943585395813,0.8603988885879517,0.05786873772740364,0.00010455056326463819,0.0,0.0,0.0,0.0,0.0,0.0,0.00020910112652927637,0.05258893221616745,0.06416790932416916,0.06840220838785172,0.06563161313533783,0.05914948135614395,0.062155310064554214,0.03782116621732712,0.03188792243599892,0.026947908103466034,0.024334143847227097,0.02571943774819374,0.028385477140545845,0.037716615945100784,0.4148827791213989,0.0,0.0,0.0,0.0,0.0,0.00015682584489695728,0.0036592697724699974,0.017642907798290253,0.03421417251229286,0.005096839740872383,0.003188792150467634,0.0025876264553517103,0.0066650984808802605,0.03421417251229286,0.0795891135931015,0.8129851818084717,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_42_Pro.jpg,0.1316855151823197,95.42712876531341,0.9698113170950516,175.08828505770347,49.39305890939472,6.815428733825684,0.46229894896514734,0.06207222677758774,0.06465930415996256,0.01178073850556289,0.00013673258088780016,-0.0008145551464823968,-0.00029499510651278496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09230031073093414,0.8175711631774902,0.08934569358825684,0.0007828480447642505,0.0,0.0,0.0,0.0,0.0,0.0,7.575948984595016e-05,0.08459809422492981,0.08144144713878632,0.07414328306913376,0.0638905018568039,0.05702164024114609,0.04914265498518944,0.03795550391077995,0.028536073863506317,0.026389556005597115,0.024672340601682663,0.028157277032732964,0.033207908272743225,0.04787999764084816,0.3628879487514496,0.0,0.0,0.0,0.0,0.0,2.5253162675653584e-05,0.0004545569245237857,0.015783226117491722,0.03217253088951111,0.006187024991959333,0.0022980377543717623,0.004091012291610241,0.008914366364479065,0.029874492436647415,0.08230005949735641,0.8178994655609131,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_47_Pro.jpg,0.4343487350674701,28.931523450144464,0.9861111083719136,185.81931422448432,49.2419775635851,6.838876247406006,0.17465287368347907,2.8301362778648975e-07,1.8396437745363166e-05,7.127268545165681e-06,1.7114441883180124e-11,4.73038789561336e-10,7.979685885492474e-11,0.0,0.0,0.0,0.0,0.0,0.0,5.7403085520491004e-05,0.12175194174051285,0.8452795743942261,0.03291110321879387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030614977004006505,0.0866403877735138,0.12198155373334885,0.08807546645402908,0.07485362142324448,0.06343040615320206,0.06113428622484207,0.03415483608841896,0.027496077120304108,0.02433890849351883,0.021698366850614548,0.023439593613147736,0.023841414600610733,0.03293023630976677,0.3156786859035492,0.0,0.0,0.0,0.0,0.0,1.9134360627504066e-05,0.0026022731326520443,0.015097010880708694,0.029313841834664345,0.0035015882458537817,0.0021047797054052353,0.0030232290737330914,0.010772645473480225,0.02988787181675434,0.06725727766752243,0.8364203572273254,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_52_Pro.jpg,0.41666566052350756,30.15936230118414,1.0516128998335068,201.02201407702884,45.794038292224336,6.306107521057129,0.1669703067156445,1.0073742264436938e-05,9.239879114354007e-06,7.00809180139923e-08,-2.6058966377703946e-14,-1.8656930734194742e-10,-5.001212158762834e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11049242317676544,0.845615565776825,0.04387839883565903,1.361414797429461e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.445659189717844e-05,0.06007923558354378,0.13163518905639648,0.16180413961410522,0.15027296543121338,0.10892679542303085,0.06881951540708542,0.02596217952668667,0.01648673228919506,0.013709446415305138,0.013341864570975304,0.013287408277392387,0.01665010303258896,0.024723293259739876,0.19424666464328766,0.0,0.0,0.0,0.0,0.0,1.361414797429461e-05,2.722829594858922e-05,0.010428437031805515,0.0176303219050169,0.0035532924812287092,0.0027092155069112778,0.004492668900638819,0.011367813684046268,0.01791621930897236,0.03988945484161377,0.8919717073440552,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_12_57_Pro.jpg,0.5630485524224398,22.318449377283887,0.9717948693030901,196.9989405042695,45.02678142374562,6.5090179443359375,0.1665927801405374,2.395289507266315e-05,1.0530282137358597e-05,2.7672633138081595e-07,4.566593262800594e-13,9.87348336996175e-10,-1.2086964554938245e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10438555479049683,0.8765435218811035,0.019058309495449066,1.2613044418685604e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004919087514281273,0.040109481662511826,0.08317041397094727,0.0895652249455452,0.14387699961662292,0.17428705096244812,0.10188817232847214,0.032529041171073914,0.019966449588537216,0.01640957035124302,0.016132084652781487,0.017342936247587204,0.017923135310411453,0.02686578407883644,0.2194417417049408,0.0,0.0,0.0,0.0,0.0,0.00016396958380937576,0.002623513340950012,0.013836509548127651,0.020168257877230644,0.002711804583668709,0.0022198958322405815,0.004755117930471897,0.0088417436927557,0.017834844067692757,0.038141846656799316,0.8887025117874146,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_13_02_Pro.jpg,0.6824256880376732,18.414269618617713,0.9902280098038175,195.44729104905514,41.31378855395625,6.14712381362915,0.16630963430418133,6.932112284122643e-06,2.389333323314308e-07,2.3898443319890118e-08,-1.857472818045352e-16,-5.3144377499970435e-11,-1.796318211209238e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07239322364330292,0.9001085758209229,0.02749820053577423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010979760554619133,0.013346509076654911,0.03676999732851982,0.049787115305662155,0.06079127639532089,0.14804376661777496,0.2979418933391571,0.057594943791627884,0.02643682435154915,0.01980016753077507,0.015359465032815933,0.015371665358543396,0.019495174288749695,0.027729995548725128,0.21142138540744781,0.0,0.0,4.879893458564766e-05,7.319840369746089e-05,0.00039039147668518126,0.001244372921064496,0.0021959522273391485,0.00742963794618845,0.010833363980054855,0.002940136007964611,0.004648098722100258,0.010040380991995335,0.011516548693180084,0.016616037115454674,0.03596481680870056,0.8960582613945007,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_13_08_Pro.jpg,0.6964152769844765,18.044363800600024,0.9999999975062345,189.03276431396802,40.14727330852037,6.398634910583496,0.16594856216470763,5.321769219210701e-06,5.967316063164207e-07,1.5812822898829214e-08,1.1545522745036962e-15,-1.828978335436532e-11,1.01313372309845e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07699847221374512,0.901228666305542,0.021761199459433556,1.1668203114822973e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1668203114822973e-05,0.0009917973075062037,0.007094267290085554,0.022262930870056152,0.060207925736904144,0.14096355438232422,0.24755258858203888,0.07059262692928314,0.03549467399716377,0.0263584703207016,0.024958286434412003,0.02517998218536377,0.02844707854092121,0.03883177787065506,0.27105236053466797,0.0,0.0,0.0,0.0,0.00011668202932924032,0.0008634470286779106,0.004387244116514921,0.011038119904696941,0.02163284830749035,0.008856166154146194,0.0027420276310294867,0.0019952626898884773,0.0023219722788780928,0.008774488233029842,0.0384700670838356,0.8988016843795776,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_13_13_Pro.jpg,0.697531248643455,18.01549484505912,1.0112676027851617,186.7576505200732,39.33231878218433,6.223565578460693,0.1661062788081985,8.813931410960327e-06,1.9556670003089118e-07,1.0615442066644866e-10,-6.01392071241748e-20,-3.144934572571248e-13,4.799226962353813e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06799175590276718,0.910915732383728,0.02106933481991291,2.316584505024366e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016216091171372682,0.003382213180884719,0.018092524260282516,0.04530080780386925,0.07404962182044983,0.276716023683548,0.0870688259601593,0.041142538189888,0.02911946550011635,0.026791298761963844,0.02551717683672905,0.027521023526787758,0.03710009902715683,0.3080362379550934,0.0,0.0,2.316584505024366e-05,0.00022007552615832537,0.0007644728757441044,0.0012625384842976928,0.001980679575353861,0.009393749758601189,0.02072184719145298,0.012046239338815212,0.010250885970890522,0.004227766767144203,0.0029073134064674377,0.007355155423283577,0.03568698465824127,0.8931591510772705,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_13_18_Pro.jpg,0.6923689713853346,18.14981770350214,1.015113347568984,179.78581359910126,39.80870685630311,6.425050735473633,0.16620037477506144,8.03302563360218e-06,4.493822793691641e-07,1.3005368537197913e-09,-1.5493934397685526e-17,2.254693847527057e-12,-2.7357896853764178e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06910781562328339,0.9067327976226807,0.023948032408952713,3.3369298762409016e-05,0.00017796958854887635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005784011445939541,0.008987464010715485,0.02189026027917862,0.059564195573329926,0.22001489996910095,0.09788327664136887,0.051055025309324265,0.03225698694586754,0.028386149555444717,0.027540793642401695,0.031066816300153732,0.04554909095168114,0.3752266466617584,0.0,0.0,0.0,1.1123099284304772e-05,0.00017796958854887635,0.0013014025753363967,0.004794055595993996,0.013948366977274418,0.027351701632142067,0.018208513036370277,0.007830661721527576,0.006696105934679508,0.009855066426098347,0.009532496333122253,0.03671735152602196,0.8635751605033875,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_13_23_Pro.jpg,0.7632245579464759,16.464840502530322,1.0306122413924754,178.98883579640574,39.98613294116361,6.385898113250732,0.16602638608873668,1.3019793674994e-05,8.256780936953307e-07,2.1338215358965603e-08,-2.262034130312574e-15,-4.654128869325422e-11,-1.7044781250583112e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050222285091876984,0.9272719025611877,0.02228406071662903,0.00022173194156493992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1086597623943817e-05,0.0023392720613628626,0.012261777184903622,0.017150966450572014,0.06814931333065033,0.20217518508434296,0.0778944343328476,0.050565969198942184,0.037772037088871,0.03218439221382141,0.03389173001050949,0.03745052590966225,0.048914067447185516,0.3792392313480377,0.0,0.0,0.000266078335698694,0.00031042471528053284,0.0008425813866779208,0.0014966906746849418,0.002782735973596573,0.009501214139163494,0.02361445315182209,0.01446800958365202,0.014412576332688332,0.022173194214701653,0.024601159617304802,0.014756261371076107,0.03792725130915642,0.8328473567962646,Cuadrados
dataset\Entrenamiento\Class_1\WIN_20260702_19_13_28_Pro.jpg,0.6846752166352431,18.353768778078404,1.0131233569209361,180.82585156778705,38.74359062981473,6.423588275909424,0.16603822738397664,2.9642432108790523e-05,4.024667191686904e-07,7.878090451811168e-09,2.5834576214096883e-17,-4.2203912739833813e-11,4.428520850690137e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06849762797355652,0.9154071807861328,0.016095194965600967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2558087948709726e-05,0.0007105797412805259,0.012124971486628056,0.026201218366622925,0.0779833048582077,0.19509361684322357,0.0811978355050087,0.050124067813158035,0.03826979547739029,0.03402887284755707,0.033261898905038834,0.03572073206305504,0.05095871910452843,0.3643018305301666,0.0,0.0,0.0,3.383713192306459e-05,0.00031581323128193617,0.0012632529251277447,0.0044890595600008965,0.013049853034317493,0.038935258984565735,0.012937063351273537,0.00936160609126091,0.01036544144153595,0.0037108054384589195,0.00787277240306139,0.03432212769985199,0.8633431196212769,Cuadrados
